State,Sector,BuildingType,ElectricitySource,TariffBand,HasMeter,RenewableEnergy,BackupPower,NumOccupants,NumRooms,NumAppliances,BuildingAge(Years),HoursPowerDaily,SolarCapacity(kW),PeakHourUsage,NumACUnits,NumFreezers,ConsumptionCategory,MonthlyIncome_log,MonthlyBill_log,GeneratorFuelCost_log,MonthlyConsumption_log,consumption_rate,House_comfort,usage_rate,appliance_consumption,Hourly_rate
Plateau,Residential,Shop,NEPA/PHCN,B and E,Yes,No,Generator,2,3,13,12,9.6,0.0,8.4,1,1,Moderate,6.9088,6.9088,9.228740054821547,3.484312288372662,1.74,0.432,0.428,0.6,0.363
Abuja,Commercial,Duplex,NEPA/PHCN,B and C,No,Yes,Generator,3,3,6,5,3.4,1.0,7.6,0,0,Low,9.0154,9.0154,9.97687740976418,4.95723451736914,1.65,1.002,0.475,0.378,1.458
Kwara,Residential,Bungalow,Generator,B and C,Yes,No,Generator,3,8,10,0,10.9,0.0,1.6,2,1,Moderate,9.7404,9.7404,9.454932254496262,4.932313327320786,1.64,0.541,0.507,0.606,0.453
Kwara,Residential,Bungalow,NEPA/PHCN,B and C,Yes,Yes,Generator,5,3,10,21,11.1,1.0,9.5,1,0,Low,7.0049,7.0049,8.731013415269564,3.332204510175204,0.67,0.539,0.445,0.854,0.3
Rivers,Industrial,Office,Both,B and A,Yes,No,Generator,6,6,10,0,12.1,0.0,8.7,1,0,Very high,10.8308,10.8308,10.399828782101146,6.398761310045116,1.07,0.677,0.51,0.756,0.529
Lagos,Commercial,Bungalow,Generator,B and C,Yes,Yes,Solar,3,4,10,10,7.3,3.3,6.2,0,3,Moderate,9.9675,9.9675,8.82981174915805,5.60138054103812,1.87,0.712,0.53,0.521,0.767
Sokoto,Agricultural,Office,NEPA/PHCN,B and B,Yes,Yes,UPS,4,6,7,6,12.9,4.2,3.6,1,2,High,10.2746,10.2746,9.37704054786718,6.296925140911405,1.57,0.79,0.523,0.992,0.488
Niger,Industrial,Office,Generator,B and D,Yes,No,UPS,6,4,9,15,6.8,0.0,7.8,1,1,High,10.0347,10.0347,9.122710622015209,5.787510690186913,0.96,0.772,0.524,0.523,0.851
Enugu,Residential,Office,NEPA/PHCN,B and C,Yes,Yes,Generator,3,4,10,16,0.0,0.9,4.3,0,0,Low,9.9272,9.9272,9.267655995680235,5.108366782589591,1.7,0.709,0.517,0.0,inf
Anambra,Residential,Bungalow,NEPA/PHCN,B and B,Yes,Yes,Generator,7,4,14,19,10.6,1.1,7.0,1,3,Very high,9.1806,9.1806,8.858084222199162,5.710095836712793,0.82,0.51,0.509,0.589,0.539
Rivers,Residential,Flat,Both,B and A,Yes,No,No Backup,5,5,10,10,16.4,0.0,8.8,1,1,High,8.0697,8.0697,9.847499042327273,4.001863709427935,0.8,0.538,0.45,1.093,0.244
Kwara,Industrial,Duplex,Generator,B and C,No,No,UPS,3,3,9,9,18.3,0.0,6.3,0,0,Moderate,9.5154,9.5154,9.215089078998387,6.198478716492308,2.07,0.793,0.508,1.525,0.339
Kano,Residential,Bungalow,Generator,B and C,Yes,No,Generator,6,3,7,24,3.9,0.0,3.5,0,0,Low,7.4437,7.4437,8.760296220470051,5.172187089403825,0.86,0.744,0.459,0.39,1.326
Abuja,Residential,Bungalow,Generator,B and A,No,Yes,Generator,5,3,10,4,3.8,0.6,8.5,1,1,High,10.6392,10.6392,8.421783006611578,6.233822317345996,1.25,0.818,0.558,0.292,1.64
Oyo,Government,Flat,NEPA/PHCN,B and C,No,No,Generator,8,4,9,0,13.1,0.0,8.2,1,1,Moderate,9.2078,9.2078,7.587310506022615,3.8110970868381857,0.48,0.708,0.548,1.008,0.291
Bauchi,Commercial,Office,NEPA/PHCN,B and D,Yes,No,Generator,2,5,8,10,4.6,0.0,4.0,1,2,Moderate,9.6005,9.6005,9.686450319653678,4.844974178195408,2.42,0.738,0.498,0.354,1.053
Kano,Residential,Bungalow,Generator,B and E,No,Yes,Solar,2,4,13,23,9.1,9.1,6.8,2,2,High,8.8242,8.8242,9.394160804893874,5.493884150092012,2.75,0.519,0.484,0.535,0.604
Kwara,Residential,Office,Solar,B and B,Yes,No,Generator,6,5,7,8,10.9,0.0,6.5,1,3,Moderate,9.6796,9.6796,6.054439346269371,4.283586561860629,0.71,0.807,0.615,0.908,0.393
Delta,Government,Duplex,Both,B and A,Yes,No,Solar,6,5,8,6,8.2,0.0,1.0,2,0,Moderate,9.7867,9.7867,9.289243969571649,3.044522437723423,0.51,0.753,0.513,0.631,0.371
Plateau,Government,Bungalow,NEPA/PHCN,B and D,No,No,Generator,2,4,6,17,6.3,0.0,9.5,0,0,Low,7.6939,7.6939,9.264639145383562,5.198497031265826,2.6,0.769,0.454,0.63,0.825
Kaduna,Residential,Flat,Generator,B and B,Yes,No,Solar,5,8,10,10,13.4,0.0,4.5,0,2,High,9.8536,9.8536,10.198095585058642,5.940171252720432,1.19,0.547,0.491,0.744,0.443
Lagos,Residential,Office,Both,B and B,Yes,No,Generator,6,3,14,17,21.5,0.0,5.7,1,1,Very high,8.7743,8.7743,7.823645930834952,6.394259426660267,1.07,0.516,0.529,1.265,0.297
Benue,Industrial,Flat,Solar,B and D,No,No,UPS,4,4,6,13,16.1,0.0,7.9,1,0,High,9.6235,9.6235,7.00033446027523,6.1911347422365495,1.55,0.962,0.579,1.61,0.385
Enugu,Industrial,Factory,Both,B and D,Postpaid,No,Solar,3,3,12,23,7.6,0.0,5.4,0,1,Moderate,9.5847,9.5847,8.836228571526014,5.085742766583061,1.7,0.639,0.52,0.507,0.669
Abuja,Industrial,Flat,Both,B and C,No,No,Generator,4,6,6,39,11.0,0.0,8.4,1,0,High,10.3005,10.3005,9.347751727799142,5.213848209921586,1.3,0.858,0.524,0.917,0.474
Oyo,Commercial,Flat,Generator,B and B,Yes,Yes,Generator,6,2,4,11,5.6,6.2,3.4,3,1,High,10.8374,10.8374,9.335474102732949,6.124026720190953,1.02,1.806,0.537,0.933,1.094
Anambra,Government,Office,NEPA/PHCN,B and C,Yes,No,UPS,4,2,7,15,10.0,0.0,4.6,0,0,Low,8.5029,8.5029,8.725832056527565,5.098646171418969,1.27,0.945,0.494,1.111,0.51
Enugu,Residential,Duplex,NEPA/PHCN,B and D,Yes,Yes,Generator,8,5,7,18,7.0,0.5,8.0,2,2,High,8.2865,8.2865,8.32263709695394,5.320567975482857,0.67,0.691,0.499,0.583,0.76
Abuja,Residential,Bungalow,Generator,B and A,Yes,No,Generator,2,3,5,14,19.9,0.0,7.5,1,0,Low,8.3345,8.3345,7.690286020676768,3.044522437723423,1.52,1.042,0.52,2.488,0.153
Anambra,Industrial,Duplex,Both,B and C,Yes,No,Generator,3,4,6,15,9.4,0.0,3.9,1,2,Moderate,8.6429,8.6429,9.23200401161221,4.37197629882038,1.46,0.864,0.484,0.94,0.465
Oyo,Commercial,Shop,NEPA/PHCN,B and D,Yes,No,Generator,1,1,7,2,12.9,0.0,6.9,0,3,Very high,8.9906,8.9906,8.494333897270154,7.101428824112316,7.1,1.124,0.514,1.612,0.55
Kwara,Government,Duplex,Solar,B and A,No,Yes,Solar,2,4,10,9,14.7,0.5,7.0,0,0,Moderate,10.398,10.398,9.680406499268875,5.240158452374504,2.62,0.743,0.518,1.05,0.356
Bauchi,Residential,Bungalow,NEPA/PHCN,B and C,No,Yes,Generator,3,4,3,0,3.6,2.9,5.9,0,0,Low,10.1899,10.1899,8.498418036089904,4.690430029938915,1.56,1.456,0.545,0.514,1.303
Kaduna,Industrial,Duplex,Both,B and B,Yes,No,Generator,3,5,7,9,0.0,0.0,3.8,0,1,Low,10.0036,10.0036,2.3978952727983707,3.044522437723423,1.01,0.834,0.807,0.0,inf
Niger,Residential,Office,Both,B and E,Yes,No,Solar,4,6,7,9,10.4,0.0,6.8,0,0,Low,10.506,10.506,8.219056661060598,3.9415818076696905,0.99,0.808,0.561,0.8,0.379
Kano,Commercial,Office,NEPA/PHCN,B and C,No,Yes,Generator,5,2,3,12,5.9,4.6,7.9,0,1,Low,8.3023,8.3023,7.911324018963353,4.670021158307708,0.93,1.66,0.512,1.18,0.792
Niger,Residential,Office,NEPA/PHCN,B and C,Yes,No,No Backup,3,1,11,12,6.1,0.0,5.0,3,1,Moderate,6.9088,6.9088,8.020270472819238,5.368309738368072,1.79,0.576,0.463,0.508,0.88
Kano,Commercial,Duplex,Solar,B and B,No,No,Generator,1,6,3,7,17.0,0.0,6.8,2,0,Moderate,7.7952,7.7952,6.139884552226255,5.605434351638425,5.61,0.866,0.559,1.889,0.33
Kwara,Industrial,Duplex,NEPA/PHCN,B and D,No,Yes,Generator,4,4,8,15,15.3,2.8,6.6,1,2,High,8.5124,8.5124,8.401108712395436,5.135210028677887,1.28,0.709,0.503,1.275,0.336
Enugu,Residential,Flat,NEPA/PHCN,B and A,No,Yes,Generator,5,1,9,24,9.3,1.2,4.4,0,2,Low,9.6458,9.6458,9.235910648087712,4.5031374604229395,0.9,0.965,0.511,0.93,0.484
Plateau,Residential,Flat,NEPA/PHCN,B and C,No,No,Generator,6,5,9,9,3.2,0.0,6.6,0,0,Low,9.0188,9.0188,10.416311178964792,3.044522437723423,0.51,0.644,0.464,0.229,0.951
Kwara,Commercial,Flat,NEPA/PHCN,B and C,No,Yes,Generator,2,5,9,19,16.5,0.7,4.3,1,2,Moderate,9.8521,9.8521,5.37989735354046,5.083265985131163,2.54,0.704,0.647,1.179,0.308
Kwara,Industrial,Warehouse,NEPA/PHCN,B and D,No,Yes,Generator,4,4,7,24,0.0,2.3,4.5,1,1,Moderate,10.4037,10.4037,9.379661116592885,6.029001150636708,1.51,0.946,0.526,0.0,inf
Sokoto,Residential,Office,Generator,B and D,Yes,Yes,Solar,1,3,7,10,13.1,1.7,4.3,0,0,Low,9.9023,9.9023,9.965616924001678,6.329720905522696,6.33,0.99,0.498,1.31,0.483
Benue,Residential,Flat,NEPA/PHCN,B and A,No,Yes,Generator,3,5,4,14,10.9,3.5,10.4,1,2,Low,10.141,10.141,8.15478757276852,3.044522437723423,1.01,1.127,0.554,1.211,0.279
Abuja,Residential,Flat,Generator,B and A,No,Yes,UPS,4,4,7,3,14.7,1.9,4.2,0,2,Moderate,9.1811,9.1811,9.643615180723614,4.023564380161053,1.01,0.835,0.488,1.336,0.274
Plateau,Government,Duplex,NEPA/PHCN,B and C,No,No,Generator,4,6,8,6,6.7,0.0,4.7,4,3,Very high,10.4106,10.4106,6.665683717782408,5.970240910656355,1.49,0.744,0.61,0.479,0.891
Benue,Residential,Duplex,NEPA/PHCN,B and A,Yes,No,Generator,2,6,9,9,9.4,0.0,7.1,1,1,Moderate,8.4174,8.4174,9.067047202149707,3.1654750481410856,1.58,0.561,0.481,0.627,0.337
Benue,Residential,Office,Generator,B and A,Yes,No,Generator,3,3,3,5,1.3,0.0,5.2,0,0,Low,7.9201,7.9201,9.231573348384192,5.366910158013648,1.79,1.32,0.462,0.217,4.128
Abuja,Industrial,Office,Both,B and D,Yes,Yes,Generator,8,5,8,9,12.6,7.1,3.6,2,2,Very high,10.2139,10.2139,7.900636613018005,5.5928509139489195,0.7,0.786,0.564,0.969,0.444
Niger,Commercial,Flat,Both,B and D,Yes,Yes,Generator,5,4,6,23,17.2,3.5,8.0,1,1,High,10.6562,10.6562,10.07807091323496,6.045005314036012,1.21,1.066,0.514,1.72,0.351
Oyo,Residential,Bungalow,NEPA/PHCN,B and A,No,No,Generator,4,2,7,0,16.6,0.0,5.5,0,0,High,9.5378,9.5378,7.148345743900068,6.293049524728755,1.57,1.06,0.572,1.844,0.379
Kaduna,Agricultural,Flat,NEPA/PHCN,B and C,No,No,Solar,5,6,7,0,18.3,0.0,5.7,2,2,Very high,10.107,10.107,9.133459327640225,6.22633902129789,1.25,0.777,0.525,1.408,0.34
Benue,Commercial,Duplex,Solar,B and A,No,No,Solar,4,1,9,0,9.7,0.0,8.6,0,0,Very high,8.9906,8.9906,9.864018808625762,6.340888264332522,1.59,0.899,0.477,0.97,0.654
Abuja,Commercial,Bungalow,NEPA/PHCN,B and C,No,No,Generator,8,4,13,14,10.5,0.0,2.4,1,3,Very high,7.0157,7.0157,7.836369760545124,5.153291594497779,0.64,0.413,0.472,0.618,0.491
Sokoto,Residential,Warehouse,Solar,B and D,Yes,Yes,Generator,3,4,7,6,8.5,0.5,8.0,1,1,Very high,9.1711,9.1711,7.957177323459475,6.996040843849498,2.33,0.834,0.535,0.773,0.823
Oyo,Government,Shop,NEPA/PHCN,B and B,No,No,UPS,2,6,5,16,9.4,0.0,4.3,0,0,Low,9.8723,9.8723,9.186764635447478,4.470495282661489,2.24,0.897,0.518,0.855,0.476
Delta,Residential,Office,NEPA/PHCN,B and C,No,No,No Backup,2,4,9,0,13.7,0.0,7.2,2,0,High,10.4575,10.4575,9.112396727646056,6.138590611998276,3.07,0.804,0.534,1.054,0.448
Kwara,Residential,Shop,Generator,B and A,Yes,No,UPS,2,5,5,3,12.7,0.0,6.0,2,2,Low,8.4728,8.4728,7.236339342754344,4.551769409260976,2.28,0.847,0.539,1.27,0.358
Kwara,Residential,Shop,Both,B and A,Yes,No,Solar,4,5,9,1,10.7,0.0,3.9,2,0,Moderate,8.6069,8.6069,6.775366090936392,3.044522437723423,0.76,0.615,0.56,0.764,0.285
Enugu,Industrial,Flat,Both,B and A,Yes,No,Generator,3,3,7,19,11.7,0.0,8.3,2,2,High,8.2802,8.2802,7.43307534889858,5.066385309200747,1.69,0.828,0.527,1.17,0.433
Benue,Commercial,Flat,Generator,B and E,Yes,No,Generator,6,4,6,16,6.8,0.0,7.9,2,0,Moderate,6.9088,6.9088,8.734881892047483,4.497584975308154,0.75,0.691,0.442,0.68,0.661
Delta,Commercial,Office,Generator,B and C,Yes,No,Generator,2,2,11,23,10.7,0.0,7.5,0,1,Moderate,7.8898,7.8898,9.564722689855031,4.943782987108415,2.47,0.607,0.452,0.823,0.462
Enugu,Residential,Bungalow,Generator,B and B,Yes,No,Solar,8,5,10,9,9.2,0.0,6.9,2,0,Very high,9.9518,9.9518,9.19923897890501,7.786468746500926,0.97,0.663,0.52,0.613,0.846
Bauchi,Commercial,Office,Generator,B and A,Yes,Yes,Generator,4,6,8,15,10.3,4.4,9.1,0,0,High,9.4237,9.4237,9.952848982073853,5.650030018656954,1.41,0.673,0.486,0.736,0.549
Benue,Industrial,Warehouse,Both,B and C,Yes,No,Solar,3,6,7,0,17.1,0.0,2.9,0,1,Very high,6.9088,6.9088,8.954286157204713,7.4251194795877105,2.48,0.531,0.436,1.315,0.434
Anambra,Residential,Shop,NEPA/PHCN,B and C,Yes,Yes,Solar,5,4,7,12,15.1,3.6,8.1,0,1,Moderate,10.1267,10.1267,7.703007682479236,6.006106823844852,1.2,0.921,0.568,1.373,0.398
Sokoto,Industrial,Flat,NEPA/PHCN,B and B,Yes,Yes,Generator,5,7,10,0,5.8,1.6,6.7,4,0,Very high,10.6874,10.6874,9.084550365917883,3.716008121502189,0.74,0.629,0.541,0.341,0.641
Oyo,Residential,Flat,Solar,B and C,Yes,No,Solar,3,3,9,7,19.3,0.0,6.1,1,0,Very high,6.9383,6.9383,9.074635189810808,6.617937594399934,2.21,0.578,0.433,1.608,0.343
Niger,Industrial,Flat,Generator,B and A,Yes,No,Solar,8,2,14,18,7.0,0.0,7.6,1,2,Very high,10.0776,10.0776,9.23966613735801,4.929425238670713,0.62,0.63,0.522,0.438,0.704
Oyo,Residential,Duplex,NEPA/PHCN,B and C,Yes,Yes,Generator,5,3,4,13,14.4,1.1,6.8,0,0,Low,10.75,10.75,7.749322464660356,5.672635745659364,1.13,1.536,0.581,2.057,0.394
Plateau,Commercial,Flat,NEPA/PHCN,B and B,Yes,No,Generator,5,3,8,19,11.0,0.0,6.3,2,1,High,10.5267,10.5267,9.581697010450897,5.392262979390565,1.08,0.957,0.523,1.0,0.49
Kwara,Agricultural,Bungalow,Generator,B and D,No,Yes,Generator,10,4,6,6,12.3,0.5,4.4,2,2,Moderate,9.1025,9.1025,10.45152225208439,4.6141299273595635,0.46,0.91,0.466,1.23,0.375
Rivers,Agricultural,Mansion,Solar,B and C,Prepaid,Yes,Generator,7,4,11,8,5.1,0.5,7.8,0,2,Moderate,8.9916,8.9916,9.986495091519735,3.2809112157876537,0.47,0.599,0.474,0.34,0.643
Niger,Residential,Flat,Solar,B and E,No,Yes,Generator,1,5,10,8,11.6,5.8,2.3,1,2,Low,9.9504,9.9504,9.989206427938665,5.1310814471721224,5.13,0.663,0.499,0.773,0.442
Anambra,Residential,Flat,NEPA/PHCN,B and C,Yes,Yes,Generator,1,1,8,3,8.3,3.1,5.1,0,1,Low,10.0133,10.0133,9.55867059537935,4.502029427068578,4.5,1.113,0.512,0.922,0.542
Oyo,Residential,Factory,NEPA/PHCN,B and E,Yes,Yes,Generator,4,7,10,6,18.9,2.7,6.3,0,2,Very high,10.8715,10.8715,8.450198322591959,6.548075826023106,1.64,0.64,0.563,1.112,0.346
Bauchi,Government,Duplex,NEPA/PHCN,B and A,Yes,No,Solar,4,6,6,5,10.7,0.0,6.1,1,0,High,10.5356,10.5356,9.077494458642754,5.196838197598183,1.3,0.878,0.537,0.892,0.486
Abuja,Commercial,Duplex,NEPA/PHCN,B and B,Yes,Yes,Solar,4,4,8,8,15.5,0.5,6.6,2,0,High,8.1435,8.1435,7.38770923908104,3.9454577815143836,0.99,0.679,0.524,1.292,0.255
Sokoto,Residential,Mansion,Both,B and C,Yes,Yes,Generator,4,4,3,13,17.1,1.0,10.4,0,0,Low,10.8516,10.8516,9.39366142910322,4.497584975308154,1.12,1.55,0.536,2.443,0.263
Kwara,Residential,Shop,Generator,B and B,No,No,Generator,3,7,6,9,9.7,0.0,4.7,2,1,High,9.1826,9.1826,8.19891444498699,6.093569770045136,2.03,0.706,0.528,0.746,0.628
Enugu,Government,Duplex,Solar,B and D,No,No,UPS,6,3,4,8,5.7,0.0,9.5,0,4,Moderate,6.9088,6.9088,7.659171367666058,5.2548878086207,0.88,0.987,0.474,0.814,0.922
Sokoto,Commercial,Bungalow,NEPA/PHCN,B and C,Yes,No,UPS,4,3,10,8,11.8,0.0,6.9,2,1,High,9.9598,9.9598,9.173157580848466,5.443715569237393,1.36,0.766,0.521,0.908,0.461
Delta,Residential,Factory,NEPA/PHCN,B and B,Yes,No,Generator,3,4,10,7,4.5,0.0,11.2,1,1,Moderate,10.2231,10.2231,8.808219665118408,3.765840495250065,1.26,0.73,0.537,0.321,0.837
Enugu,Residential,Duplex,Generator,B and D,Yes,Yes,Solar,4,1,11,9,8.6,1.4,5.0,0,0,Low,10.2584,10.2584,6.045005314036012,4.804021044733257,1.2,0.855,0.629,0.717,0.559
Benue,Residential,Duplex,NEPA/PHCN,B and E,Yes,Yes,Solar,3,3,8,15,9.5,0.6,7.5,1,1,High,10.7931,10.7931,9.778377741493284,6.4806578707468585,2.16,0.981,0.525,0.864,0.682
Kano,Commercial,Factory,NEPA/PHCN,B and C,Yes,No,Solar,3,4,3,3,13.1,0.0,6.5,3,2,Very high,8.9072,8.9072,8.532278828834277,6.674687646470234,2.22,1.272,0.511,1.871,0.51
Sokoto,Government,Office,Generator,B and B,No,No,Generator,6,3,10,2,6.0,0.0,8.7,0,2,Moderate,9.8977,9.8977,7.130098510125578,4.774068722449905,0.8,0.761,0.581,0.462,0.796
Sokoto,Government,Flat,NEPA/PHCN,B and A,Prepaid,No,Generator,4,6,9,9,9.5,0.0,6.8,0,1,Very high,9.6355,9.6355,8.859931469616097,6.618071203859683,1.65,0.642,0.521,0.633,0.697
Rivers,Commercial,Flat,NEPA/PHCN,B and D,No,Yes,Solar,6,4,10,3,12.5,2.4,9.8,0,0,Moderate,9.7199,9.7199,8.79133399330135,4.844187086458591,0.81,0.694,0.525,0.893,0.388
Oyo,Industrial,Office,Solar,B and B,No,Yes,Generator,4,8,7,3,6.6,1.2,5.7,0,0,Moderate,10.808,10.808,8.784927626058323,5.084505142662711,1.27,0.721,0.552,0.44,0.77
Kaduna,Residential,Bungalow,Solar,B and A,Prepaid,Yes,Solar,5,4,6,30,7.7,1.0,5.9,1,1,Low,9.4458,9.4458,9.61573881119536,5.086361004624392,1.02,0.945,0.496,0.77,0.661
Lagos,Residential,Bungalow,NEPA/PHCN,B and D,Yes,No,Generator,3,5,8,17,3.6,0.0,6.0,0,0,Low,9.7192,9.7192,9.007612005404566,3.975936331171799,1.33,0.748,0.519,0.277,1.104
Rivers,Agricultural,Duplex,Solar,B and C,No,Yes,Solar,4,4,11,5,13.7,4.2,5.3,2,0,Very high,9.5522,9.5522,7.889459149404524,6.627512135627354,1.66,0.637,0.548,0.913,0.484
Plateau,Residential,Bungalow,Generator,B and E,Yes,Yes,No Backup,1,4,3,3,11.1,0.5,6.8,1,0,Moderate,9.4107,9.4107,9.680344001221918,6.598509028614515,6.6,1.344,0.493,1.586,0.594
Benue,Residential,Duplex,Generator,B and E,Yes,Yes,Generator,3,8,11,12,5.5,0.5,7.8,1,1,Moderate,8.2682,8.2682,9.847657667575458,4.030694535145645,1.34,0.435,0.456,0.289,0.733
Kwara,Agricultural,Warehouse,NEPA/PHCN,B and B,Yes,No,Solar,3,4,8,10,6.9,0.0,6.2,4,2,Very high,8.9814,8.9814,8.58223158759546,6.803949110256548,2.27,0.748,0.511,0.575,0.986
Niger,Residential,Office,Both,B and D,Yes,No,Generator,3,7,9,0,1.0,0.0,7.4,1,1,Moderate,10.0027,10.0027,7.504942068396171,5.640487624283887,1.88,0.625,0.571,0.062,5.64
Oyo,Industrial,Factory,NEPA/PHCN,B and D,Yes,Yes,Solar,4,3,8,5,6.8,4.1,4.7,1,5,High,9.5978,9.5978,9.17825097046757,3.6082115510464816,0.9,0.873,0.511,0.618,0.531
Delta,Government,Flat,NEPA/PHCN,B and D,No,No,Generator,2,3,2,23,0.0,0.0,3.6,1,0,Low,9.1587,9.1587,8.947025655972697,5.645446897643238,2.82,1.832,0.506,0.0,inf
Niger,Commercial,Shop,NEPA/PHCN,B and A,Yes,No,Generator,3,3,9,23,12.2,0.0,6.7,1,1,High,10.1464,10.1464,9.748469830269519,4.039536325727106,1.35,0.846,0.51,1.017,0.331
Oyo,Residential,Office,NEPA/PHCN,B and D,Yes,Yes,Generator,5,6,7,0,11.4,7.2,7.3,0,2,Low,9.2535,9.2535,9.818365299119293,4.1956970564823886,0.84,0.712,0.485,0.877,0.368
Niger,Residential,Bungalow,NEPA/PHCN,B and B,Yes,Yes,Generator,3,2,6,7,10.0,0.5,4.5,5,1,Moderate,9.3081,9.3081,8.301521654940728,3.044522437723423,1.01,1.164,0.529,1.25,0.304
Niger,Residential,Flat,NEPA/PHCN,B and D,No,No,Generator,4,1,13,18,0.7,0.0,5.3,2,1,High,9.6341,9.6341,8.567125560164447,5.9293231505701325,1.48,0.688,0.529,0.05,8.47
Lagos,Residential,Office,Generator,B and A,Yes,No,Solar,6,4,11,21,24.0,0.0,4.4,1,1,Very high,10.0967,10.0967,10.075211485694803,5.986954391630096,1.0,0.673,0.501,1.6,0.249
Plateau,Industrial,Duplex,Both,B and C,No,No,Generator,7,3,2,13,15.4,0.0,7.6,0,0,High,9.6283,9.6283,9.038958755220563,5.973300576480311,0.85,1.926,0.516,3.08,0.388
Delta,Residential,Duplex,Both,B and B,Yes,Yes,Generator,8,4,6,18,7.8,2.7,4.3,2,1,High,10.4052,10.4052,9.172846167548602,6.493753839851686,0.81,1.041,0.531,0.78,0.833
Enugu,Residential,Duplex,Both,B and B,Yes,No,Generator,2,1,6,7,12.5,0.0,6.1,0,0,Low,9.5101,9.5101,9.885883506587767,5.433285226958521,2.72,1.359,0.49,1.786,0.435
Niger,Commercial,Office,NEPA/PHCN,B and E,Yes,No,Generator,3,5,5,8,6.6,0.0,1.8,1,0,Low,9.4865,9.4865,8.452121194672523,5.243333058215277,1.75,0.949,0.529,0.66,0.794
Delta,Commercial,Bungalow,Both,B and C,No,Yes,Generator,3,3,5,0,11.5,0.5,6.5,2,2,Moderate,8.6958,8.6958,9.939240722241946,3.634951112088381,1.21,1.087,0.467,1.438,0.316
Plateau,Government,Factory,Both,B and B,Yes,Yes,Generator,3,9,5,16,11.8,5.8,6.0,0,0,Low,8.9273,8.9273,8.963544291996744,5.785669634128385,1.93,0.638,0.499,0.843,0.49
Bauchi,Residential,Flat,Generator,B and A,No,No,Generator,1,2,6,13,14.2,0.0,6.7,1,2,Moderate,10.0763,10.0763,9.239646715168156,3.7471483622379123,3.75,1.26,0.522,1.775,0.264
Niger,Industrial,Flat,Solar,B and C,Yes,No,UPS,1,4,8,10,4.0,0.0,2.9,2,4,Very high,8.6901,8.6901,8.099554282376364,6.73268735089949,6.73,0.724,0.518,0.333,1.683
Sokoto,Commercial,Shop,NEPA/PHCN,B and B,Yes,Yes,Generator,3,3,9,7,13.9,0.5,7.2,2,0,Moderate,8.5198,8.5198,9.077608659522225,5.0689042022202315,1.69,0.71,0.484,1.158,0.365
Rivers,Residential,Flat,Both,B and D,Postpaid,No,Generator,5,4,8,18,7.1,0.0,8.4,1,0,Low,8.1426,8.1426,8.345455428161928,4.22829253473184,0.85,0.679,0.494,0.592,0.596
Enugu,Residential,Flat,NEPA/PHCN,B and B,Yes,Yes,UPS,2,1,9,11,8.4,0.5,3.0,2,1,Low,10.4679,10.4679,9.366317953430535,3.784189633918261,1.89,1.047,0.528,0.84,0.45
Sokoto,Residential,Bungalow,Solar,B and C,No,Yes,Generator,3,1,7,0,11.6,5.6,6.9,1,0,Low,9.144,9.144,8.66785206770135,5.07829394257007,1.69,1.143,0.513,1.45,0.438
Oyo,Commercial,Flat,Both,B and C,Yes,No,Generator,11,4,7,22,16.6,0.0,6.9,2,0,Very high,9.663,9.663,8.28121766128665,5.69608626802173,0.52,0.878,0.539,1.509,0.343
Kwara,Residential,Shop,NEPA/PHCN,B and B,No,No,Generator,3,2,7,6,14.1,0.0,5.2,3,4,High,10.3765,10.3765,9.032767522204432,5.090678001769792,1.7,1.153,0.535,1.567,0.361
Anambra,Government,Flat,Both,B and E,Yes,No,Solar,2,5,12,10,6.4,0.0,3.8,2,2,Very high,8.2519,8.2519,7.87587915949631,6.036198878448153,3.02,0.485,0.512,0.376,0.943
Benue,Commercial,Duplex,NEPA/PHCN,B and B,Yes,Yes,Generator,3,3,6,23,7.8,1.2,6.4,0,1,Low,9.6393,9.6393,8.68676717538769,4.5685062016165,1.52,1.071,0.526,0.867,0.586
Benue,Government,Office,Solar,B and D,Yes,No,Generator,4,3,10,8,7.5,0.0,6.8,4,1,Very high,9.6447,9.6447,9.885018036252466,6.39576230746414,1.6,0.742,0.494,0.577,0.853
Kwara,Residential,Duplex,Both,B and B,Yes,No,No Backup,4,6,4,8,11.5,0.0,8.6,0,0,Low,9.4182,9.4182,8.453401058328458,4.9141243937154115,1.23,0.942,0.527,1.15,0.427
Oyo,Residential,Bungalow,NEPA/PHCN,B and A,Yes,No,Generator,8,6,7,0,17.3,0.0,7.7,0,3,High,9.6729,9.6729,8.506334448081361,3.6054978451748854,0.45,0.744,0.532,1.331,0.208
Lagos,Residential,Bungalow,Both,B and D,Yes,No,Generator,4,6,7,8,9.9,0.0,7.8,1,2,High,8.537,8.537,9.719865150009126,5.799092654460526,1.45,0.657,0.468,0.762,0.586
Benue,Residential,Duplex,NEPA/PHCN,B and D,No,Yes,Generator,2,3,13,4,7.1,6.4,4.7,1,3,Moderate,8.4375,8.4375,9.123256265069069,4.798266815950004,2.4,0.527,0.48,0.444,0.676
Anambra,Government,Factory,NEPA/PHCN,B and D,Yes,Yes,Solar,2,5,7,4,8.6,0.7,6.6,1,0,Very high,10.7952,10.7952,9.216342324171817,6.8456670866687155,3.42,0.9,0.539,0.717,0.796
